frame_number,frame_time,frame_len,eth_src,eth_dst,eth_type,ip_version,ip_src,ip_dst,ip_hl,ip_len,ip_proto,ip_ttl,tcp_srcport,tcp_dstport,tcp_seq,tcp_ack,tcp_len,tcp_flags
1737,"Feb  9, 2024 16:23:05.319258000 Central Standard Time",911,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,897,6,64,40262,443,4118,1018,845,0x0018
1738,"Feb  9, 2024 16:23:05.321285000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,44.209.20.155,20,52,6,64,45591,443,2046,6846,0,0x0010
1739,"Feb  9, 2024 16:23:05.326332000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1740,"Feb  9, 2024 16:23:05.345961000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,52,6,236,443,40262,1018,4963,0,0x0010
1741,"Feb  9, 2024 16:23:05.633753000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1742,"Feb  9, 2024 16:23:05.954534000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1743,"Feb  9, 2024 16:23:06.016684000 Central Standard Time",189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,175,17,64,,,,,,
1744,"Feb  9, 2024 16:23:06.016847000 Central Standard Time",46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,0x0800,4,10.0.5.220,224.0.0.251,20,32,17,1,,,,,,
1745,"Feb  9, 2024 16:23:06.226918000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1746,"Feb  9, 2024 16:23:06.551195000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1747,"Feb  9, 2024 16:23:06.842691000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1748,"Feb  9, 2024 16:23:07.024601000 Central Standard Time",46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,0x0800,4,10.0.5.220,224.0.0.251,20,32,17,1,,,,,,
1749,"Feb  9, 2024 16:23:07.028378000 Central Standard Time",189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,175,17,64,,,,,,
1750,"Feb  9, 2024 16:23:07.143059000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
1751,"Feb  9, 2024 16:23:07.986372000 Central Standard Time",113,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x888e,,,,,,,,,,,,,
1752,"Feb  9, 2024 16:23:08.001630000 Central Standard Time",135,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x888e,,,,,,,,,,,,,
1753,"Feb  9, 2024 16:23:08.004100000 Central Standard Time",169,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x888e,,,,,,,,,,,,,
1754,"Feb  9, 2024 16:23:08.009490000 Central Standard Time",113,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x888e,,,,,,,,,,,,,
1755,"Feb  9, 2024 16:23:08.073971000 Central Standard Time",42,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,0x0806,,,,,,,,,,,,,
1756,"Feb  9, 2024 16:23:08.090823000 Central Standard Time",350,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,0x0800,4,0.0.0.0,255.255.255.255,20,336,17,255,,,,,,
1757,"Feb  9, 2024 16:23:08.091649000 Central Standard Time",342,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.1,10.0.5.86,20,328,17,64,,,,,,
1758,"Feb  9, 2024 16:23:08.109217000 Central Standard Time",350,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,0x0800,4,0.0.0.0,255.255.255.255,20,336,17,255,,,,,,
1759,"Feb  9, 2024 16:23:08.133386000 Central Standard Time",342,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.1,10.0.5.86,20,328,17,64,,,,,,
1760,"Feb  9, 2024 16:23:08.148365000 Central Standard Time",42,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,0x0806,,,,,,,,,,,,,
1761,"Feb  9, 2024 16:23:08.624324000 Central Standard Time",42,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,0x0806,,,,,,,,,,,,,
1762,"Feb  9, 2024 16:23:09.124443000 Central Standard Time",42,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,0x0806,,,,,,,,,,,,,
1763,"Feb  9, 2024 16:23:09.125912000 Central Standard Time",42,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,0x0806,,,,,,,,,,,,,
1764,"Feb  9, 2024 16:23:09.183355000 Central Standard Time",42,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,0x0806,,,,,,,,,,,,,
1765,"Feb  9, 2024 16:23:09.183398000 Central Standard Time",42,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0806,,,,,,,,,,,,,
1766,"Feb  9, 2024 16:23:09.192196000 Central Standard Time",86,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,10.0.5.1,20,72,17,255,,,,,,
1767,"Feb  9, 2024 16:23:09.197694000 Central Standard Time",148,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.1,10.0.5.86,20,134,17,64,,,,,,
1768,"Feb  9, 2024 16:23:09.210642000 Central Standard Time",58,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.3.95.82,20,44,6,255,52432,443,0,0,0,0x0002
1769,"Feb  9, 2024 16:23:09.237088000 Central Standard Time",58,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.3.95.82,10.0.5.86,20,44,6,244,443,52432,0,1,0,0x0012
1770,"Feb  9, 2024 16:23:09.249361000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.3.95.82,20,40,6,255,52432,443,1,1,0,0x0010
1771,"Feb  9, 2024 16:23:09.254838000 Central Standard Time",221,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.3.95.82,20,207,6,255,52432,443,1,1,167,0x0018
1772,"Feb  9, 2024 16:23:09.281098000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.3.95.82,10.0.5.86,20,40,6,244,443,52432,1,168,0,0x0010
1773,"Feb  9, 2024 16:23:09.281148000 Central Standard Time",1514,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.3.95.82,10.0.5.86,20,1500,6,244,443,52432,1,168,1460,0x0010
1774,"Feb  9, 2024 16:23:09.281158000 Central Standard Time",1514,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.3.95.82,10.0.5.86,20,1500,6,244,443,52432,1461,168,1460,0x0018
1775,"Feb  9, 2024 16:23:09.286834000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.3.95.82,20,40,6,255,52432,443,168,1461,0,0x0010
1776,"Feb  9, 2024 16:23:09.289535000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.3.95.82,20,40,6,255,52432,443,168,2921,0,0x0010
1777,"Feb  9, 2024 16:23:09.313485000 Central Standard Time",211,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.3.95.82,10.0.5.86,20,197,6,244,443,52432,2921,168,157,0x0018
1778,"Feb  9, 2024 16:23:09.433265000 Central Standard Time",321,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.3.95.82,20,307,6,255,52432,443,168,3078,267,0x0018
1779,"Feb  9, 2024 16:23:09.502176000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.3.95.82,10.0.5.86,20,40,6,244,443,52432,3078,435,0,0x0010
1780,"Feb  9, 2024 16:23:09.518006000 Central Standard Time",145,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.3.95.82,20,131,6,255,52432,443,435,3078,91,0x0018
1781,"Feb  9, 2024 16:23:09.543564000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.3.95.82,10.0.5.86,20,40,6,244,443,52432,3078,526,0,0x0010
1782,"Feb  9, 2024 16:23:09.543598000 Central Standard Time",145,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.3.95.82,10.0.5.86,20,131,6,244,443,52432,3078,526,91,0x0018
1783,"Feb  9, 2024 16:23:09.570915000 Central Standard Time",619,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.3.95.82,20,605,6,255,52432,443,526,3169,565,0x0018
1784,"Feb  9, 2024 16:23:09.597543000 Central Standard Time",235,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.3.95.82,10.0.5.86,20,221,6,244,443,52432,3169,1091,181,0x0018
1785,"Feb  9, 2024 16:23:09.702998000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.3.95.82,20,40,6,255,52432,443,1091,3350,0,0x0010
1786,"Feb  9, 2024 16:23:09.786447000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.3.95.82,20,40,6,255,52432,443,1091,3350,0,0x0011
1787,"Feb  9, 2024 16:23:09.788096000 Central Standard Time",82,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,10.0.5.1,20,68,17,255,,,,,,
1788,"Feb  9, 2024 16:23:09.792457000 Central Standard Time",236,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.1,10.0.5.86,20,222,17,64,,,,,,
1789,"Feb  9, 2024 16:23:09.799390000 Central Standard Time",58,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,44,6,255,52433,443,0,0,0,0x0002
1790,"Feb  9, 2024 16:23:09.812459000 Central Standard Time",123,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.3.95.82,10.0.5.86,20,109,6,244,443,52432,3350,1092,69,0x0018
1791,"Feb  9, 2024 16:23:09.812635000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.3.95.82,10.0.5.86,20,40,6,244,443,52432,3419,1092,0,0x0011
1792,"Feb  9, 2024 16:23:09.815103000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.3.95.82,20,40,6,255,52432,443,1092,3419,0,0x0014
1793,"Feb  9, 2024 16:23:09.823267000 Central Standard Time",58,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,44,6,243,443,52433,0,1,0,0x0012
1794,"Feb  9, 2024 16:23:09.825337000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.3.95.82,20,40,6,255,52432,443,1092,3420,0,0x0014
1795,"Feb  9, 2024 16:23:09.830548000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,40,6,255,52433,443,1,1,0,0x0010
1796,"Feb  9, 2024 16:23:09.833925000 Central Standard Time",217,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,203,6,255,52433,443,1,1,163,0x0018
1797,"Feb  9, 2024 16:23:09.857276000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,40,6,243,443,52433,1,164,0,0x0010
1798,"Feb  9, 2024 16:23:09.857327000 Central Standard Time",1514,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,1500,6,243,443,52433,1,164,1460,0x0010
1799,"Feb  9, 2024 16:23:09.857338000 Central Standard Time",1514,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,1500,6,243,443,52433,1461,164,1460,0x0018
1800,"Feb  9, 2024 16:23:09.861989000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,40,6,255,52433,443,164,1461,0,0x0010
1801,"Feb  9, 2024 16:23:09.866371000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,40,6,255,52433,443,164,2921,0,0x0010
1802,"Feb  9, 2024 16:23:09.885055000 Central Standard Time",211,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,197,6,243,443,52433,2921,164,157,0x0018
1803,"Feb  9, 2024 16:23:09.950010000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,40,6,255,52433,443,164,3078,0,0x0010
1804,"Feb  9, 2024 16:23:10.000962000 Central Standard Time",321,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,307,6,255,52433,443,164,3078,267,0x0018
1805,"Feb  9, 2024 16:23:10.065823000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,40,6,243,443,52433,3078,431,0,0x0010
1806,"Feb  9, 2024 16:23:10.083358000 Central Standard Time",145,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,131,6,255,52433,443,431,3078,91,0x0018
1807,"Feb  9, 2024 16:23:10.106736000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,40,6,243,443,52433,3078,522,0,0x0010
1808,"Feb  9, 2024 16:23:10.106762000 Central Standard Time",145,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,131,6,243,443,52433,3078,522,91,0x0018
1809,"Feb  9, 2024 16:23:10.115328000 Central Standard Time",571,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,557,6,255,52433,443,522,3169,517,0x0018
1810,"Feb  9, 2024 16:23:10.133494000 Central Standard Time",42,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,0x0806,,,,,,,,,,,,,
1811,"Feb  9, 2024 16:23:10.134383000 Central Standard Time",72,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,10.0.5.1,20,58,17,255,,,,,,
1812,"Feb  9, 2024 16:23:10.138704000 Central Standard Time",136,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.1,10.0.5.86,20,122,17,64,,,,,,
1813,"Feb  9, 2024 16:23:10.143238000 Central Standard Time",187,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,173,6,243,443,52433,3169,1039,133,0x0018
1814,"Feb  9, 2024 16:23:10.143820000 Central Standard Time",304,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,290,6,236,443,40262,1018,4963,238,0x0018
1815,"Feb  9, 2024 16:23:10.146733000 Central Standard Time",262,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,248,6,242,443,39257,10014,9109,196,0x0018
1816,"Feb  9, 2024 16:23:10.149263000 Central Standard Time",90,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,216.240.36.24,20,76,17,255,,,,,,
1817,"Feb  9, 2024 16:23:10.189122000 Central Standard Time",267,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,253,6,255,52433,443,1039,3302,213,0x0018
1818,"Feb  9, 2024 16:23:10.215858000 Central Standard Time",203,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,189,6,243,443,52433,3302,1252,149,0x0018
1819,"Feb  9, 2024 16:23:10.217820000 Central Standard Time",90,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,216.240.36.24,10.0.5.86,20,76,17,51,,,,,,
1820,"Feb  9, 2024 16:23:10.448074000 Central Standard Time",262,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,248,6,242,443,39257,10014,9109,196,0x0018
1821,"Feb  9, 2024 16:23:10.450594000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,40,6,255,52433,443,1252,3451,0,0x0010
1822,"Feb  9, 2024 16:23:10.461717000 Central Standard Time",203,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,189,6,243,443,52433,3302,1252,149,0x0018
1823,"Feb  9, 2024 16:23:10.464128000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,40,6,255,52433,443,1252,3451,0,0x0010
1824,"Feb  9, 2024 16:23:10.595741000 Central Standard Time",304,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,290,6,236,443,40262,1018,4963,238,0x0018
1825,"Feb  9, 2024 16:23:10.617845000 Central Standard Time",97,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,83,6,64,43480,443,1167,3853,31,0x0018
1826,"Feb  9, 2024 16:23:10.617998000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,52,6,64,43480,443,1198,3853,0,0x0011
1827,"Feb  9, 2024 16:23:10.618290000 Central Standard Time",911,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,897,6,64,40262,443,4963,1256,845,0x0018
1828,"Feb  9, 2024 16:23:10.618356000 Central Standard Time",78,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,64,6,64,40262,443,5808,1256,0,0x0010
1829,"Feb  9, 2024 16:23:10.618524000 Central Standard Time",78,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,64,6,64,39257,443,9109,10210,0,0x0010
1830,"Feb  9, 2024 16:23:10.645701000 Central Standard Time",97,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,83,6,244,443,43480,3853,1199,31,0x0018
1831,"Feb  9, 2024 16:23:10.645930000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,52,6,244,443,43480,3884,1199,0,0x0011
1832,"Feb  9, 2024 16:23:10.646147000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,52,6,236,443,40262,1256,5808,0,0x0010
1833,"Feb  9, 2024 16:23:10.661395000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,52,6,64,43480,443,1198,3853,0,0x0011
1834,"Feb  9, 2024 16:23:10.669837000 Central Standard Time",54,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,40,6,64,43480,443,1199,0,0,0x0004
1835,"Feb  9, 2024 16:23:10.670622000 Central Standard Time",54,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,40,6,64,43480,443,1199,0,0,0x0004
1836,"Feb  9, 2024 16:23:10.673780000 Central Standard Time",219,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,205,6,243,443,52433,3451,1252,165,0x0018
1837,"Feb  9, 2024 16:23:10.687677000 Central Standard Time",1147,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,1133,6,255,52433,443,1252,3616,1093,0x0018
1838,"Feb  9, 2024 16:23:10.687822000 Central Standard Time",78,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,64,6,244,443,43480,3885,1199,0,0x0010
1839,"Feb  9, 2024 16:23:10.690484000 Central Standard Time",54,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,40,6,64,43480,443,1199,0,0,0x0004
1840,"Feb  9, 2024 16:23:10.757690000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,40,6,243,443,52433,3616,2345,0,0x0010
1841,"Feb  9, 2024 16:23:10.792552000 Central Standard Time",347,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,333,6,255,52433,443,2345,3616,293,0x0018
1842,"Feb  9, 2024 16:23:10.815608000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,40,6,243,443,52433,3616,2638,0,0x0010
1843,"Feb  9, 2024 16:23:10.817656000 Central Standard Time",1488,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,1474,6,236,443,40262,1256,5808,1422,0x0018
1844,"Feb  9, 2024 16:23:10.881601000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,52,6,64,40262,443,5808,2678,0,0x0010
1845,"Feb  9, 2024 16:23:11.124480000 Central Standard Time",42,6c:5a:b0:e6:03:cd,ff:ff:ff:ff:ff:ff,0x0806,,,,,,,,,,,,,
1846,"Feb  9, 2024 16:23:11.185289000 Central Standard Time",251,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,54.158.194.4,20,237,6,255,52433,443,2638,3616,197,0x0018
1847,"Feb  9, 2024 16:23:11.207674000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,40,6,243,443,52433,3616,2835,0,0x0010
1848,"Feb  9, 2024 16:23:11.211334000 Central Standard Time",283,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,54.158.194.4,10.0.5.86,20,269,6,243,443,52433,3616,2835,229,0x0018
1849,"Feb  9, 2024 16:23:11.217514000 Central Standard Time",81,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,10.0.5.1,20,67,17,255,,,,,,
1850,"Feb  9, 2024 16:23:11.221263000 Central Standard Time",209,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.1,10.0.5.86,20,195,17,64,,,,,,
1851,"Feb  9, 2024 16:23:11.225470000 Central Standard Time",58,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,3.209.101.212,20,44,6,255,52434,443,0,0,0,0x0002
1852,"Feb  9, 2024 16:23:11.251202000 Central Standard Time",58,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,3.209.101.212,10.0.5.86,20,44,6,242,443,52434,0,1,0,0x0012
1853,"Feb  9, 2024 16:23:11.261513000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,3.209.101.212,20,40,6,255,52434,443,1,1,0,0x0010
1854,"Feb  9, 2024 16:23:11.267427000 Central Standard Time",216,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,3.209.101.212,20,202,6,255,52434,443,1,1,162,0x0018
1855,"Feb  9, 2024 16:23:11.293817000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,3.209.101.212,10.0.5.86,20,40,6,242,443,52434,1,163,0,0x0010
1856,"Feb  9, 2024 16:23:11.293866000 Central Standard Time",1514,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,3.209.101.212,10.0.5.86,20,1500,6,242,443,52434,1,163,1460,0x0010
1857,"Feb  9, 2024 16:23:11.293876000 Central Standard Time",1514,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,3.209.101.212,10.0.5.86,20,1500,6,242,443,52434,1461,163,1460,0x0018
1858,"Feb  9, 2024 16:23:11.299878000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,3.209.101.212,20,40,6,255,52434,443,163,2921,0,0x0010
1859,"Feb  9, 2024 16:23:11.300849000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,3.209.101.212,20,40,6,255,52434,443,163,2921,0,0x0010
1860,"Feb  9, 2024 16:23:11.301635000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,3.209.101.212,20,40,6,255,52434,443,163,2921,0,0x0010
1861,"Feb  9, 2024 16:23:11.326311000 Central Standard Time",1514,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,3.209.101.212,10.0.5.86,20,1500,6,242,443,52434,2921,163,1460,0x0010
1862,"Feb  9, 2024 16:23:11.326597000 Central Standard Time",904,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,3.209.101.212,10.0.5.86,20,890,6,242,443,52434,4381,163,850,0x0018
1863,"Feb  9, 2024 16:23:11.331916000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,3.209.101.212,20,40,6,255,52434,443,163,5231,0,0x0010
