frame_number,frame_time,frame_len,eth_src,eth_dst,eth_type,ip_version,ip_src,ip_dst,ip_hl,ip_len,ip_proto,ip_ttl,tcp_srcport,tcp_dstport,tcp_seq,tcp_ack,tcp_len,tcp_flags
678,"Feb  9, 2024 16:20:41.790016000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38960,72,162,0,0x0010
679,"Feb  9, 2024 16:20:41.790122000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,38962,0,1,0,0x0012
680,"Feb  9, 2024 16:20:41.889321000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38960,72,162,0,0x0011
681,"Feb  9, 2024 16:20:41.904351000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38962,9999,1,1,0,0x0010
682,"Feb  9, 2024 16:20:41.905051000 Central Standard Time",243,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,229,6,64,38962,9999,1,1,189,0x0018
683,"Feb  9, 2024 16:20:41.927990000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38960,9999,162,73,0,0x0010
684,"Feb  9, 2024 16:20:41.961533000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38962,1,190,0,0x0010
685,"Feb  9, 2024 16:20:42.108852000 Central Standard Time",126,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,112,6,255,9999,38962,1,190,72,0x0018
686,"Feb  9, 2024 16:20:42.134558000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38962,9999,190,73,0,0x0010
687,"Feb  9, 2024 16:20:42.170665000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38962,9999,190,73,0,0x0011
688,"Feb  9, 2024 16:20:42.171837000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,38964,9999,0,0,0,0x0002
689,"Feb  9, 2024 16:20:42.173055000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38962,73,191,0,0x0010
690,"Feb  9, 2024 16:20:42.179787000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,38964,0,1,0,0x0012
691,"Feb  9, 2024 16:20:42.191052000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38964,9999,1,1,0,0x0010
692,"Feb  9, 2024 16:20:42.194668000 Central Standard Time",214,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,200,6,64,38964,9999,1,1,160,0x0018
693,"Feb  9, 2024 16:20:42.255449000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38964,1,161,0,0x0010
694,"Feb  9, 2024 16:20:42.274063000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38962,73,191,0,0x0011
695,"Feb  9, 2024 16:20:42.277284000 Central Standard Time",125,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,111,6,255,9999,38964,1,161,71,0x0018
696,"Feb  9, 2024 16:20:42.406829000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38964,9999,161,72,0,0x0010
697,"Feb  9, 2024 16:20:42.407248000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38962,9999,191,74,0,0x0010
698,"Feb  9, 2024 16:20:42.409220000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38964,9999,161,72,0,0x0011
699,"Feb  9, 2024 16:20:42.411647000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38964,72,162,0,0x0010
700,"Feb  9, 2024 16:20:42.413009000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,38966,9999,0,0,0,0x0002
701,"Feb  9, 2024 16:20:42.415676000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,38966,0,1,0,0x0012
702,"Feb  9, 2024 16:20:42.419213000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38966,9999,1,1,0,0x0010
703,"Feb  9, 2024 16:20:42.419908000 Central Standard Time",187,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,173,6,64,38966,9999,1,1,133,0x0018
704,"Feb  9, 2024 16:20:42.504856000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38966,1,134,0,0x0010
705,"Feb  9, 2024 16:20:42.511403000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38964,72,162,0,0x0011
706,"Feb  9, 2024 16:20:42.730985000 Central Standard Time",129,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,115,6,255,9999,38966,1,134,75,0x0018
707,"Feb  9, 2024 16:20:42.819562000 Central Standard Time",187,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,173,6,64,38966,9999,1,1,133,0x0018
708,"Feb  9, 2024 16:20:42.819765000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38964,9999,162,73,0,0x0010
709,"Feb  9, 2024 16:20:42.819872000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38966,9999,134,76,0,0x0010
710,"Feb  9, 2024 16:20:42.821080000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38966,9999,134,76,0,0x0011
711,"Feb  9, 2024 16:20:42.821300000 Central Standard Time",74,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,60,6,64,38968,9999,0,0,0,0x0002
712,"Feb  9, 2024 16:20:42.821939000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38966,76,134,0,0x0010
713,"Feb  9, 2024 16:20:42.824806000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38966,76,135,0,0x0010
714,"Feb  9, 2024 16:20:42.825497000 Central Standard Time",58,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,44,6,255,9999,38968,0,1,0,0x0012
715,"Feb  9, 2024 16:20:42.826892000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38968,9999,1,1,0,0x0010
716,"Feb  9, 2024 16:20:42.828377000 Central Standard Time",187,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,173,6,64,38968,9999,1,1,133,0x0018
717,"Feb  9, 2024 16:20:42.927888000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38966,76,135,0,0x0011
718,"Feb  9, 2024 16:20:42.929485000 Central Standard Time",129,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,115,6,255,9999,38968,1,134,75,0x0018
719,"Feb  9, 2024 16:20:43.005346000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38968,9999,134,76,0,0x0010
720,"Feb  9, 2024 16:20:43.011704000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38966,9999,135,77,0,0x0010
721,"Feb  9, 2024 16:20:43.012843000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38968,9999,134,76,0,0x0011
722,"Feb  9, 2024 16:20:43.018135000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38968,76,135,0,0x0010
723,"Feb  9, 2024 16:20:43.120730000 Central Standard Time",54,6c:5a:b0:e6:03:cd,36:cd:80:d9:58:3d,0x0800,4,10.0.5.86,10.0.5.220,20,40,6,255,9999,38968,76,135,0,0x0011
724,"Feb  9, 2024 16:20:43.268233000 Central Standard Time",54,36:cd:80:d9:58:3d,6c:5a:b0:e6:03:cd,0x0800,4,10.0.5.220,10.0.5.86,20,40,6,64,38968,9999,135,77,0,0x0010
725,"Feb  9, 2024 16:20:44.388780000 Central Standard Time",872,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.22.73.179,20,858,6,64,47514,443,3215,5887,806,0x0018
726,"Feb  9, 2024 16:20:44.422387000 Central Standard Time",219,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.73.97.167,10.0.5.86,20,205,6,243,443,52433,3962,3112,165,0x0018
727,"Feb  9, 2024 16:20:44.458048000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.22.73.179,10.0.5.220,20,52,6,244,443,47514,5887,4021,0,0x0010
728,"Feb  9, 2024 16:20:44.459063000 Central Standard Time",97,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.54.238.225,10.0.5.220,20,83,6,244,443,37404,4180,1156,31,0x0018
729,"Feb  9, 2024 16:20:44.459245000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.54.238.225,10.0.5.220,20,52,6,244,443,37404,4211,1156,0,0x0011
730,"Feb  9, 2024 16:20:44.505323000 Central Standard Time",54,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.54.238.225,20,40,6,64,37404,443,1156,0,0,0x0004
731,"Feb  9, 2024 16:20:44.527852000 Central Standard Time",54,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.54.238.225,20,40,6,64,37404,443,1156,0,0,0x0004
732,"Feb  9, 2024 16:20:44.612485000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.73.97.167,20,40,6,255,52433,443,3112,4127,0,0x0010
733,"Feb  9, 2024 16:20:44.621824000 Central Standard Time",139,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.73.97.167,20,125,6,255,52433,443,3112,4127,85,0x0018
734,"Feb  9, 2024 16:20:44.647819000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.73.97.167,10.0.5.86,20,40,6,243,443,52433,4127,3197,0,0x0010
735,"Feb  9, 2024 16:20:44.650617000 Central Standard Time",235,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.73.97.167,20,221,6,255,52433,443,3197,4127,181,0x0018
736,"Feb  9, 2024 16:20:44.651854000 Central Standard Time",255,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.22.73.179,10.0.5.220,20,241,6,244,443,47514,5887,4021,189,0x0018
737,"Feb  9, 2024 16:20:44.662594000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.22.73.179,20,52,6,64,47514,443,4021,6076,0,0x0010
738,"Feb  9, 2024 16:20:44.675631000 Central Standard Time",54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.73.97.167,10.0.5.86,20,40,6,243,443,52433,4127,3378,0,0x0010
739,"Feb  9, 2024 16:20:44.681754000 Central Standard Time",139,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,0x0800,4,52.73.97.167,10.0.5.86,20,125,6,243,443,52433,4127,3378,85,0x0018
740,"Feb  9, 2024 16:20:44.940478000 Central Standard Time",54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,0x0800,4,10.0.5.86,52.73.97.167,20,40,6,255,52433,443,3378,4212,0,0x0010
741,"Feb  9, 2024 16:20:47.366657000 Central Standard Time",70,36:cd:80:d9:58:3d,33:33:00:00:00:02,0x86dd,,,,,,,,,,,,,
742,"Feb  9, 2024 16:20:47.836903000 Central Standard Time",74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,60,6,64,39257,443,0,0,0,0x0002
743,"Feb  9, 2024 16:20:47.862790000 Central Standard Time",74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,60,6,242,443,39257,0,1,0,0x0012
744,"Feb  9, 2024 16:20:47.869257000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,52,6,64,39257,443,1,1,0,0x0010
745,"Feb  9, 2024 16:20:47.870658000 Central Standard Time",583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,569,6,64,39257,443,1,1,517,0x0018
746,"Feb  9, 2024 16:20:47.896560000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,52,6,242,443,39257,1,518,0,0x0010
747,"Feb  9, 2024 16:20:47.897540000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,1500,6,242,443,39257,1,518,1448,0x0010
748,"Feb  9, 2024 16:20:47.897555000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,1500,6,242,443,39257,1449,518,1448,0x0010
749,"Feb  9, 2024 16:20:47.897564000 Central Standard Time",735,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,721,6,242,443,39257,2897,518,669,0x0018
750,"Feb  9, 2024 16:20:47.917652000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,52,6,64,39257,443,518,1449,0,0x0010
751,"Feb  9, 2024 16:20:47.919003000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,52,6,64,39257,443,518,2897,0,0x0010
752,"Feb  9, 2024 16:20:47.938067000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,52,6,64,39257,443,518,3566,0,0x0010
753,"Feb  9, 2024 16:20:47.948796000 Central Standard Time",192,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,178,6,64,39257,443,518,3566,126,0x0018
754,"Feb  9, 2024 16:20:47.974108000 Central Standard Time",117,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,103,6,242,443,39257,3566,644,51,0x0018
755,"Feb  9, 2024 16:20:47.977131000 Central Standard Time",757,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,743,6,64,39257,443,644,3617,691,0x0018
756,"Feb  9, 2024 16:20:48.052217000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,52,6,242,443,39257,3617,1335,0,0x0010
757,"Feb  9, 2024 16:20:48.126285000 Central Standard Time",227,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,213,6,242,443,39257,3617,1335,161,0x0018
758,"Feb  9, 2024 16:20:48.231949000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,52,6,64,39257,443,1335,3778,0,0x0010
759,"Feb  9, 2024 16:20:50.860509000 Central Standard Time",97,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,83,6,244,443,46043,7033,2583,31,0x0018
760,"Feb  9, 2024 16:20:50.860689000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,52,6,244,443,46043,7064,2583,0,0x0011
761,"Feb  9, 2024 16:20:50.868924000 Central Standard Time",97,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,83,6,244,443,46042,7956,3302,31,0x0018
762,"Feb  9, 2024 16:20:50.868944000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,52,6,244,443,46042,7987,3302,0,0x0011
763,"Feb  9, 2024 16:20:50.902636000 Central Standard Time",54,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,40,6,64,46043,443,2583,0,0,0x0004
764,"Feb  9, 2024 16:20:50.903006000 Central Standard Time",54,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,40,6,64,46043,443,2583,0,0,0x0004
765,"Feb  9, 2024 16:20:50.903186000 Central Standard Time",54,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,40,6,64,46042,443,3302,0,0,0x0004
766,"Feb  9, 2024 16:20:50.903421000 Central Standard Time",54,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,40,6,64,46042,443,3302,0,0,0x0004
767,"Feb  9, 2024 16:20:50.960975000 Central Standard Time",97,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,83,6,244,443,46052,6324,1630,31,0x0018
768,"Feb  9, 2024 16:20:50.961209000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,18.211.43.252,10.0.5.220,20,52,6,244,443,46052,6355,1630,0,0x0011
769,"Feb  9, 2024 16:20:51.001852000 Central Standard Time",54,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,40,6,64,46052,443,1630,0,0,0x0004
770,"Feb  9, 2024 16:20:51.002088000 Central Standard Time",54,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,18.211.43.252,20,40,6,64,46052,443,1630,0,0,0x0004
771,"Feb  9, 2024 16:20:51.348493000 Central Standard Time",97,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,83,6,236,443,40160,4324,4261,31,0x0018
772,"Feb  9, 2024 16:20:51.412388000 Central Standard Time",54,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,40,6,64,40160,443,4261,0,0,0x0004
773,"Feb  9, 2024 16:20:53.486794000 Central Standard Time",591,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,577,6,64,39257,443,1335,3778,525,0x0018
774,"Feb  9, 2024 16:20:53.487047000 Central Standard Time",95,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,10.0.5.1,20,81,17,64,,,,,,
775,"Feb  9, 2024 16:20:53.487588000 Central Standard Time",76,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,10.0.5.1,20,62,17,64,,,,,,
776,"Feb  9, 2024 16:20:53.490167000 Central Standard Time",46,36:cd:80:d9:58:3d,01:00:5e:00:00:fb,0x0800,4,10.0.5.220,224.0.0.251,20,32,17,1,,,,,,
777,"Feb  9, 2024 16:20:53.490420000 Central Standard Time",74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,60,6,64,40212,443,0,0,0,0x0002
778,"Feb  9, 2024 16:20:53.491122000 Central Standard Time",204,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,10.0.5.1,10.0.5.220,20,190,17,64,,,,,,
779,"Feb  9, 2024 16:20:53.493908000 Central Standard Time",543,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,529,17,64,,,,,,
780,"Feb  9, 2024 16:20:53.495717000 Central Standard Time",143,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,10.0.5.1,10.0.5.220,20,129,17,64,,,,,,
781,"Feb  9, 2024 16:20:53.512875000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,52,6,242,443,39257,3778,1860,0,0x0010
782,"Feb  9, 2024 16:20:53.514834000 Central Standard Time",74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,60,6,241,443,40212,0,1,0,0x0012
783,"Feb  9, 2024 16:20:53.524121000 Central Standard Time",390,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.93.209.69,10.0.5.220,20,376,6,242,443,39257,3778,1860,324,0x0018
784,"Feb  9, 2024 16:20:53.535727000 Central Standard Time",189,36:cd:80:d9:58:3d,ff:ff:ff:ff:ff:ff,0x0800,4,10.0.5.220,255.255.255.255,20,175,17,64,,,,,,
785,"Feb  9, 2024 16:20:53.535935000 Central Standard Time",74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.230.25.127,20,60,6,64,43318,443,0,0,0,0x0002
786,"Feb  9, 2024 16:20:53.536206000 Central Standard Time",74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,60,6,64,43430,443,0,0,0,0x0002
787,"Feb  9, 2024 16:20:53.536288000 Central Standard Time",74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,60,6,64,43432,443,0,0,0,0x0002
788,"Feb  9, 2024 16:20:53.537562000 Central Standard Time",74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.230.25.127,20,60,6,64,43324,443,0,0,0,0x0002
789,"Feb  9, 2024 16:20:53.537783000 Central Standard Time",74,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.72.179.74,20,60,6,64,43436,443,0,0,0,0x0002
790,"Feb  9, 2024 16:20:53.539114000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,52,6,64,39257,443,1860,4102,0,0x0010
791,"Feb  9, 2024 16:20:53.539331000 Central Standard Time",66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,52,6,64,40212,443,1,1,0,0x0010
792,"Feb  9, 2024 16:20:53.542138000 Central Standard Time",583,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,52.4.140.83,20,569,6,64,40212,443,1,1,517,0x0018
793,"Feb  9, 2024 16:20:53.559941000 Central Standard Time",74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,60,6,244,443,43430,0,1,0,0x0012
794,"Feb  9, 2024 16:20:53.561187000 Central Standard Time",74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.230.25.127,10.0.5.220,20,60,6,244,443,43324,0,1,0,0x0012
795,"Feb  9, 2024 16:20:53.562053000 Central Standard Time",74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,3.230.25.127,10.0.5.220,20,60,6,244,443,43318,0,1,0,0x0012
796,"Feb  9, 2024 16:20:53.562434000 Central Standard Time",74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,60,6,244,443,43432,0,1,0,0x0012
797,"Feb  9, 2024 16:20:53.563179000 Central Standard Time",74,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.72.179.74,10.0.5.220,20,60,6,243,443,43436,0,1,0,0x0012
798,"Feb  9, 2024 16:20:53.565408000 Central Standard Time",612,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,0x0800,4,10.0.5.220,3.93.209.69,20,598,6,64,39257,443,1860,4102,546,0x0018
799,"Feb  9, 2024 16:20:53.565845000 Central Standard Time",66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,52,6,241,443,40212,1,518,0,0x0010
800,"Feb  9, 2024 16:20:53.567185000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,1500,6,241,443,40212,1,518,1448,0x0010
801,"Feb  9, 2024 16:20:53.567200000 Central Standard Time",1514,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,0x0800,4,52.4.140.83,10.0.5.220,20,1500,6,241,443,40212,1449,518,1448,0x0010
